blue_munsell,Blue (Munsell),#0093af,0,147,175
blue_ncs,Blue (Ncs),#0087bd,0,135,189
blue_pigment,Blue (Pigment),#339,51,51,153
blue_ryb,Blue (Ryb),#0247fe,2,71,254
blue_sapphire,Blue Sapphire,#126180,18,97,128
blue_violet,Blue-Violet,#8a2be2,138,43,226
blue1,Blue1,#0000ff,0,0,255
blue2,Blue2,#0000ee,0,0,238
blue3,Blue3,#0000cd,0,0,205
blue4,Blue4,#00008b,0,0,139
BlueViolet,Blueviolet,#8a2be2,138,43,226
blush,Blush,#de5d83,222,93,131
bole,Bole,#79443b,121,68,59
bondi_blue,Bondi Blue,#0095b6,0,149,182
bone,Bone,#e3dac9,227,218,201
boston_university_red,Boston University Red,#c00,204,0,0
bottle_green,Bottle Green,#006a4e,0,106,78
boysenberry,Boysenberry,#873260,135,50,96
brandeis_blue,Brandeis Blue,#0070ff,0,112,255
brass,Brass,#b5a642,181,166,66
brick_red,Brick Red,#cb4154,203,65,84
bright gold,Bright Gold,#d9d919,217,217,25
bright_cerulean,Bright Cerulean,#1dacd6,29,172,214
bright_green,Bright Green,#6f0,102,255,0
bright_lavender,Bright Lavender,#bf94e4,191,148,228
bright_maroon,Bright Maroon,#c32148,195,33,72
bright_pink,Bright Pink,#ff007f,255,0,127
bright_turquoise,Bright Turquoise,#08e8de,8,232,222
bright_ube,Bright Ube,#d19fe8,209,159,232
brilliant_lavender,Brilliant Lavender,#f4bbff,244,187,255
brilliant_rose,Brilliant Rose,#ff55a3,255,85,163
brink_pink,Brink Pink,#fb607f,251,96,127
british_racing_green,British Racing Green,#004225,0,66,37
bronze,Bronze,#cd7f32,205,127,50
bronze,Bronze,#8c7853,140,120,83
bronze II,Bronze Ii,#a67d3d,166,125,61
brown,Brown,#a52a2a,165,42,42
brown,Brown,#a62a2a,166,42,42
brown_traditional,Brown (Traditional),#964b00,150,75,0
brown_web,Brown (Web),#a52a2a,165,42,42
brown1,Brown1,#ff4040,255,64,64
brown2,Brown2,#ee3b3b,238,59,59
brown3,Brown3,#cd3333,205,51,51
brown4,Brown4,#8b2323,139,35,35
bubble_gum,Bubble Gum,#ffc1cc,255,193,204
bubbles,Bubbles,#e7feff,231,254,255
buff,Buff,#f0dc82,240,220,130
bulgarian_rose,Bulgarian Rose,#480607,72,6,7
burgundy,Burgundy,#800020,128,0,32
burlywood,Burlywood,#deb887,222,184,135
burlywood1,Burlywood1,#ffd39b,255,211,155
burlywood2,Burlywood2,#eec591,238,197,145
burlywood3,Burlywood3,#cdaa7d,205,170,125
burlywood4,Burlywood4,#8b7355,139,115,85
burnt_orange,Burnt Orange,#c50,204,85,0
burnt_sienna,Burnt Sienna,#e97451,233,116,81
burnt_umber,Burnt Umber,#8a3324,138,51,36
byzantine,Byzantine,#bd33a4,189,51,164
byzantium,Byzantium,#702963,112,41,99
cadet,Cadet,#536872,83,104,114
Cadet Blue,Cadet Blue,#5f9f9f,95,159,159
cadet_blue,Cadet Blue,#5f9ea0,95,158,160
cadet_grey,Cadet Grey,#91a3b0,145,163,176
CadetBlue,Cadetblue,#5f9ea0,95,158,160
CadetBlue1,Cadetblue1,#98f5ff,152,245,255
CadetBlue2,Cadetblue2,#8ee5ee,142,229,238
CadetBlue3,Cadetblue3,#7ac5cd,122,197,205
CadetBlue4,Cadetblue4,#53868b,83,134,139
cadmium_green,Cadmium Green,#006b3c,0,107,60
cadmium_orange,Cadmium Orange,#ed872d,237,135,45
cadmium_red,Cadmium Red,#e30022,227,0,34
cadmium_yellow,Cadmium Yellow,#fff600,255,246,0
caf_au_lait,Caf√© Au Lait,#a67b5b,166,123,91
caf_noir,Caf√© Noir,#4b3621,75,54,33
cal_poly_green,Cal Poly Green,#1e4d2b,30,77,43
cambridge_blue,Cambridge Blue,#a3c1ad,163,193,173
camel,Camel,#c19a6b,193,154,107
cameo_pink,Cameo Pink,#efbbcc,239,187,204
camouflage_green,Camouflage Green,#78866b,120,134,107
canary_yellow,Canary Yellow,#ffef00,255,239,0
candy_apple_red,Candy Apple Red,#ff0800,255,8,0
candy_pink,Candy Pink,#e4717a,228,113,122
capri,Capri,#00bfff,0,191,255
caput_mortuum,Caput Mortuum,#592720,89,39,32
cardinal,Cardinal,#c41e3a,196,30,58
caribbean_green,Caribbean Green,#0c9,0,204,153
carmine,Carmine,#960018,150,0,24
carmine_m_p,Carmine (M&P),#d70040,215,0,64
carmine_pink,Carmine Pink,#eb4c42,235,76,66
carmine_red,Carmine Red,#ff0038,255,0,56
carnation_pink,Carnation Pink,#ffa6c9,255,166,201
carnelian,Carnelian,#b31b1b,179,27,27
carolina_blue,Carolina Blue,#99badd,153,186,221
carrot_orange,Carrot Orange,#ed9121,237,145,33
catalina_blue,Catalina Blue,#062a78,6,42,120
ceil,Ceil,#92a1cf,146,161,207
celadon,Celadon,#ace1af,172,225,175
celadon_blue,Celadon Blue,#007ba7,0,123,167
celadon_green,Celadon Green,#2f847c,47,132,124
celeste_colour,Celeste (Colour),#b2ffff,178,255,255
celestial_blue,Celestial Blue,#4997d0,73,151,208
cerise,Cerise,#de3163,222,49,99
cerise_pink,Cerise Pink,#ec3b83,236,59,131
cerulean,Cerulean,#007ba7,0,123,167
cerulean_blue,Cerulean Blue,#2a52be,42,82,190
cerulean_frost,Cerulean Frost,#6d9bc3,109,155,195
cg_blue,Cg Blue,#007aa5,0,122,165
cg_red,Cg Red,#e03c31,224,60,49
chamoisee,Chamoisee,#a0785a,160,120,90
champagne,Champagne,#fad6a5,250,214,165
charcoal,Charcoal,#36454f,54,69,79
charm_pink,Charm Pink,#e68fac,230,143,172
chartreuse,Chartreuse,#7fff00,127,255,0
chartreuse_traditional,Chartreuse (Traditional),#dfff00,223,255,0
chartreuse_web,Chartreuse (Web),#7fff00,127,255,0
chartreuse1,Chartreuse1,#7fff00,127,255,0
chartreuse2,Chartreuse2,#76ee00,118,238,0
chartreuse3,Chartreuse3,#66cd00,102,205,0
chartreuse4,Chartreuse4,#458b00,69,139,0
cherry,Cherry,#de3163,222,49,99
cherry_blossom_pink,Cherry Blossom Pink,#ffb7c5,255,183,197
chestnut,Chestnut,#cd5c5c,205,92,92
china_pink,China Pink,#de6fa1,222,111,161
china_rose,China Rose,#a8516e,168,81,110
chinese_red,Chinese Red,#aa381e,170,56,30
chocolate,Chocolate,#d2691e,210,105,30
chocolate_traditional,Chocolate (Traditional),#7b3f00,123,63,0
chocolate_web,Chocolate (Web),#d2691e,210,105,30
chocolate1,Chocolate1,#ff7f24,255,127,36
chocolate2,Chocolate2,#ee7621,238,118,33
chocolate3,Chocolate3,#cd661d,205,102,29
chocolate4,Chocolate4,#8b4513,139,69,19
chrome_yellow,Chrome Yellow,#ffa700,255,167,0
cinereous,Cinereous,#98817b,152,129,123
cinnabar,Cinnabar,#e34234,227,66,52
cinnamon,Cinnamon,#d2691e,210,105,30
citrine,Citrine,#e4d00a,228,208,10
classic_rose,Classic Rose,#fbcce7,251,204,231
cobalt,Cobalt,#0047ab,0,71,171
cocoa_brown,Cocoa Brown,#d2691e,210,105,30
coffee,Coffee,#6f4e37,111,78,55
columbia_blue,Columbia Blue,#9bddff,155,221,255
congo_pink,Congo Pink,#f88379,248,131,121
cool copper,Cool Copper,#d98719,217,135,25
cool_black,Cool Black,#002e63,0,46,99
cool_grey,Cool Grey,#8c92ac,140,146,172
copper,Copper,#b87333,184,115,51
copper_crayola,Copper (Crayola),#da8a67,218,138,103
copper_penny,Copper Penny,#ad6f69,173,111,105
copper_red,Copper Red,#cb6d51,203,109,81
copper_rose,Copper Rose,#966,153,102,102
coquelicot,Coquelicot,#ff3800,255,56,0
coral,Coral,#ff7f50,255,127,80
coral,Coral,#ff7f00,255,127,0
coral_pink,Coral Pink,#f88379,248,131,121
coral_red,Coral Red,#ff4040,255,64,64
coral1,Coral1,#ff7256,255,114,86
coral2,Coral2,#ee6a50,238,106,80
coral3,Coral3,#cd5b45,205,91,69
coral4,Coral4,#8b3e2f,139,62,47
cordovan,Cordovan,#893f45,137,63,69
corn,Corn,#fbec5d,251,236,93
Corn Flower Blue,Corn Flower Blue,#42426f,66,66,111
cornell_red,Cornell Red,#b31b1b,179,27,27
cornflower_blue,Cornflower Blue,#6495ed,100,149,237
CornflowerBlue,Cornflowerblue,#6495ed,100,149,237
cornsilk,Cornsilk,#fff8dc,255,248,220
cornsilk1,Cornsilk1,#fff8dc,255,248,220
cornsilk2,Cornsilk2,#eee8cd,238,232,205
cornsilk3,Cornsilk3,#cdc8b1,205,200,177
cornsilk4,Cornsilk4,#8b8878,139,136,120
cosmic_latte,Cosmic Latte,#fff8e7,255,248,231
cotton_candy,Cotton Candy,#ffbcd9,255,188,217
cream,Cream,#fffdd0,255,253,208
crimson,Crimson,#dc143c,220,20,60
crimson_glory,Crimson Glory,#be0032,190,0,50
CSS Gold,Css Gold,#cc9900,204,153,0
cyan,Cyan,#0ff,0,255,255
cyan,Cyan,#00ffff,0,255,255
cyan_process,Cyan (Process),#00b7eb,0,183,235
cyan1,Cyan1,#00ffff,0,255,255
cyan2,Cyan2,#00eeee,0,238,238
cyan3,Cyan3,#00cdcd,0,205,205
cyan4,Cyan4,#008b8b,0,139,139
daffodil,Daffodil,#ffff31,255,255,49
dandelion,Dandelion,#f0e130,240,225,48
dark brown,Dark Brown,#5c4033,92,64,51
Dark Green,Dark Green,#2f4f2f,47,79,47
dark green copper,Dark Green Copper,#4a766e,74,118,110
Dark Olive Green,Dark Olive Green,#4f4f2f,79,79,47
Dark Orchid,Dark Orchid,#9932cd,153,50,205
Dark Purple,Dark Purple,#871f78,135,31,120
Dark Slate Blue,Dark Slate Blue,#241882,36,24,130
Dark Slate Grey,Dark Slate Grey,#2f4f4f,47,79,79
Dark Tan,Dark Tan,#97694f,151,105,79
Dark Turquoise,Dark Turquoise,#7093db,112,147,219
Dark Wood,Dark Wood,#8.55e+44,133,94,66
dark_blue,Dark Blue,#00008b,0,0,139
dark_brown,Dark Brown,#654321,101,67,33
dark_byzantium,Dark Byzantium,#5d3954,93,57,84
dark_candy_apple_red,Dark Candy Apple Red,#a40000,164,0,0
dark_cerulean,Dark Cerulean,#08457e,8,69,126
dark_chestnut,Dark Chestnut,#986960,152,105,96
dark_coral,Dark Coral,#cd5b45,205,91,69
dark_cyan,Dark Cyan,#008b8b,0,139,139
dark_electric_blue,Dark Electric Blue,#536878,83,104,120
dark_goldenrod,Dark Goldenrod,#b8860b,184,134,11
dark_gray,Dark Gray,#a9a9a9,169,169,169
dark_green,Dark Green,#013220,1,50,32
dark_imperial_blue,Dark Imperial Blue,#00416a,0,65,106
dark_jungle_green,Dark Jungle Green,#1a2421,26,36,33
dark_khaki,Dark Khaki,#bdb76b,189,183,107
dark_lava,Dark Lava,#483c32,72,60,50
dark_lavender,Dark Lavender,#734f96,115,79,150
dark_magenta,Dark Magenta,#8b008b,139,0,139
dark_midnight_blue,Dark Midnight Blue,#036,0,51,102
dark_olive_green,Dark Olive Green,#556b2f,85,107,47
dark_orange,Dark Orange,#ff8c00,255,140,0
dark_orchid,Dark Orchid,#9932cc,153,50,204
dark_pastel_blue,Dark Pastel Blue,#779ecb,119,158,203
dark_pastel_green,Dark Pastel Green,#03c03c,3,192,60
dark_pastel_purple,Dark Pastel Purple,#966fd6,150,111,214
dark_pastel_red,Dark Pastel Red,#c23b22,194,59,34
dark_pink,Dark Pink,#e75480,231,84,128
dark_powder_blue,Dark Powder Blue,#039,0,51,153
dark_raspberry,Dark Raspberry,#872657,135,38,87
dark_red,Dark Red,#8b0000,139,0,0
dark_salmon,Dark Salmon,#e9967a,233,150,122
dark_scarlet,Dark Scarlet,#560319,86,3,25
dark_sea_green,Dark Sea Green,#8fbc8f,143,188,143
dark_sienna,Dark Sienna,#3c1414,60,20,20
dark_slate_blue,Dark Slate Blue,#483d8b,72,61,139
dark_slate_gray,Dark Slate Gray,#2f4f4f,47,79,79
dark_spring_green,Dark Spring Green,#177245,23,114,69
dark_tan,Dark Tan,#918151,145,129,81
dark_tangerine,Dark Tangerine,#ffa812,255,168,18
dark_taupe,Dark Taupe,#483c32,72,60,50
dark_terra_cotta,Dark Terra Cotta,#cc4e5c,204,78,92
dark_turquoise,Dark Turquoise,#00ced1,0,206,209
dark_violet,Dark Violet,#9400d3,148,0,211
dark_yellow,Dark Yellow,#9b870c,155,135,12
DarkGoldenrod,Darkgoldenrod,#b8860b,184,134,11
DarkGoldenrod1,Darkgoldenrod1,#ffb90f,255,185,15
DarkGoldenrod2,Darkgoldenrod2,#eead0e,238,173,14
DarkGoldenrod3,Darkgoldenrod3,#cd950c,205,149,12
DarkGoldenrod4,Darkgoldenrod4,#8b6508,139,101,8
DarkGreen,Darkgreen,#6400,0,100,0
DarkKhaki,Darkkhaki,#bdb76b,189,183,107
DarkOliveGreen,Darkolivegreen,#556b2f,85,107,47
DarkOliveGreen1,Darkolivegreen1,#caff70,202,255,112
DarkOliveGreen2,Darkolivegreen2,#bcee68,188,238,104
DarkOliveGreen3,Darkolivegreen3,#a2cd5a,162,205,90
DarkOliveGreen4,Darkolivegreen4,#6e8b3d,110,139,61
DarkOrange,Darkorange,#ff8c00,255,140,0
DarkOrange1,Darkorange1,#ff7f00,255,127,0
DarkOrange2,Darkorange2,#ee7600,238,118,0
DarkOrange3,Darkorange3,#cd6600,205,102,0
DarkOrange4,Darkorange4,#8b4500,139,69,0
DarkOrchid,Darkorchid,#9932cc,153,50,204
DarkOrchid1,Darkorchid1,#bf3eff,191,62,255
DarkOrchid2,Darkorchid2,#b23aee,178,58,238
DarkOrchid3,Darkorchid3,#9a32cd,154,50,205
DarkOrchid4,Darkorchid4,#68228b,104,34,139
DarkSalmon,Darksalmon,#e9967a,233,150,122
DarkSeaGreen,Darkseagreen,#8fbc8f,143,188,143
DarkSeaGreen1,Darkseagreen1,#c1ffc1,193,255,193
DarkSeaGreen2,Darkseagreen2,#b4eeb4,180,238,180
DarkSeaGreen3,Darkseagreen3,#9bcd9b,155,205,155
DarkSeaGreen4,Darkseagreen4,#698b69,105,139,105
DarkSlateBlue,Darkslateblue,#483d8b,72,61,139
DarkSlateGray,Darkslategray,#2f4f4f,47,79,79
DarkSlateGray1,Darkslategray1,#97ffff,151,255,255
DarkSlateGray2,Darkslategray2,#8deeee,141,238,238
DarkSlateGray3,Darkslategray3,#79cdcd,121,205,205
DarkSlateGray4,Darkslategray4,#528b8b,82,139,139
DarkTurquoise,Darkturquoise,#00ced1,0,206,209
DarkViolet,Darkviolet,#9400d3,148,0,211
dartmouth_green,Dartmouth Green,#00703c,0,112,60
davy_s_grey,Davy'S Grey,#555,85,85,85
debian_red,Debian Red,#d70a53,215,10,83
deep_carmine,Deep Carmine,#a9203e,169,32,62
deep_carmine_pink,Deep Carmine Pink,#ef3038,239,48,56
deep_carrot_orange,Deep Carrot Orange,#e9692c,233,105,44
deep_cerise,Deep Cerise,#da3287,218,50,135
deep_champagne,Deep Champagne,#fad6a5,250,214,165
deep_chestnut,Deep Chestnut,#b94e48,185,78,72
deep_coffee,Deep Coffee,#704241,112,66,65
deep_fuchsia,Deep Fuchsia,#c154c1,193,84,193
deep_jungle_green,Deep Jungle Green,#004b49,0,75,73
deep_lilac,Deep Lilac,#95b,153,85,187
deep_magenta,Deep Magenta,#c0c,204,0,204
deep_peach,Deep Peach,#ffcba4,255,203,164
deep_pink,Deep Pink,#ff1493,255,20,147
deep_ruby,Deep Ruby,#843f5b,132,63,91
deep_saffron,Deep Saffron,#f93,255,153,51
deep_sky_blue,Deep Sky Blue,#00bfff,0,191,255
deep_tuscan_red,Deep Tuscan Red,#66424d,102,66,77
DeepPink,Deeppink,#ff1493,255,20,147
DeepPink1,Deeppink1,#ff1493,255,20,147
DeepPink2,Deeppink2,#ee1289,238,18,137
DeepPink3,Deeppink3,#cd1076,205,16,118
DeepPink4,Deeppink4,#8b0a50,139,10,80
DeepSkyBlue,Deepskyblue,#00bfff,0,191,255
DeepSkyBlue1,Deepskyblue1,#00bfff,0,191,255
DeepSkyBlue2,Deepskyblue2,#00b2ee,0,178,238
DeepSkyBlue3,Deepskyblue3,#009acd,0,154,205
DeepSkyBlue4,Deepskyblue4,#00688b,0,104,139
denim,Denim,#1560bd,21,96,189
desert,Desert,#c19a6b,193,154,107
desert_sand,Desert Sand,#edc9af,237,201,175
Dim Grey,Dim Grey,#545454,84,84,84
dim_gray,Dim Gray,#696969,105,105,105
DimGrey,Dimgrey,#696969,105,105,105
dodger_blue,Dodger Blue,#1e90ff,30,144,255
DodgerBlue,Dodgerblue,#1e90ff,30,144,255
DodgerBlue1,Dodgerblue1,#1e90ff,30,144,255
DodgerBlue2,Dodgerblue2,#1c86ee,28,134,238
DodgerBlue3,Dodgerblue3,#1874cd,24,116,205
DodgerBlue4,Dodgerblue4,#104e8b,16,78,139
dogwood_rose,Dogwood Rose,#d71868,215,24,104
dollar_bill,Dollar Bill,#85bb65,133,187,101
drab,Drab,#967117,150,113,23
duke_blue,Duke Blue,#00009c,0,0,156
Dusty Rose,Dusty Rose,#856363,133,99,99
earth_yellow,Earth Yellow,#e1a95f,225,169,95
ebony,Ebony,#555d50,85,93,80
ecru,Ecru,#c2b280,194,178,128
eggplant,Eggplant,#614051,97,64,81
eggshell,Eggshell,#f0ead6,240,234,214
egyptian_blue,Egyptian Blue,#1034a6,16,52,166
electric_blue,Electric Blue,#7df9ff,125,249,255
electric_crimson,Electric Crimson,#ff003f,255,0,63
electric_cyan,Electric Cyan,#0ff,0,255,255
electric_green,Electric Green,#0f0,0,255,0
electric_indigo,Electric Indigo,#6f00ff,111,0,255
electric_lavender,Electric Lavender,#f4bbff,244,187,255
electric_lime,Electric Lime,#cf0,204,255,0
electric_purple,Electric Purple,#bf00ff,191,0,255
electric_ultramarine,Electric Ultramarine,#3f00ff,63,0,255
electric_violet,Electric Violet,#8f00ff,143,0,255
electric_yellow,Electric Yellow,#ff0,255,255,0
emerald,Emerald,#50c878,80,200,120
english_lavender,English Lavender,#b48395,180,131,149
eton_blue,Eton Blue,#96c8a2,150,200,162
fallow,Fallow,#c19a6b,193,154,107
falu_red,Falu Red,#801818,128,24,24
fandango,Fandango,#b53389,181,51,137
fashion_fuchsia,Fashion Fuchsia,#f400a1,244,0,161
fawn,Fawn,#e5aa70,229,170,112
feldgrau,Feldgrau,#4d5d53,77,93,83
Feldspar,Feldspar,#d19275,209,146,117
fern_green,Fern Green,#4f7942,79,121,66
ferrari_red,Ferrari Red,#ff2800,255,40,0
field_drab,Field Drab,#6c541e,108,84,30
fire_engine_red,Fire Engine Red,#ce2029,206,32,41
firebrick,Firebrick,#b22222,178,34,34
Firebrick,Firebrick,#8e2323,142,35,35
firebrick1,Firebrick1,#ff3030,255,48,48
firebrick2,Firebrick2,#ee2c2c,238,44,44
firebrick3,Firebrick3,#cd2626,205,38,38
firebrick4,Firebrick4,#8b1a1a,139,26,26
flame,Flame,#e25822,226,88,34
flamingo_pink,Flamingo Pink,#fc8eac,252,142,172
flavescent,Flavescent,#f7e98e,247,233,142
flax,Flax,#eedc82,238,220,130
Flesh,Flesh,#f5ccb0,245,204,176
floral_white,Floral White,#fffaf0,255,250,240
FloralWhite,Floralwhite,#fffaf0,255,250,240
fluorescent_orange,Fluorescent Orange,#ffbf00,255,191,0
fluorescent_pink,Fluorescent Pink,#ff1493,255,20,147
fluorescent_yellow,Fluorescent Yellow,#cf0,204,255,0
folly,Folly,#ff004f,255,0,79
"Forest Green, Khaki, Medium Aquamarine","Forest Green, Khaki, Medium Aquamarine",#2.38e+25,35,142,35
forest_green_traditional,Forest Green (Traditional),#014421,1,68,33
forest_green_web,Forest Green (Web),#228b22,34,139,34
ForestGreen,Forestgreen,#228b22,34,139,34
Free Speech Aquamarine,Free Speech Aquamarine,#029d74,2,157,116
Free Speech Blue,Free Speech Blue,#4156c5,65,86,197
Free Speech Green,Free Speech Green,#09f911,9,249,17
Free Speech Grey,Free Speech Grey,#635688,99,86,136
Free Speech Magenta,Free Speech Magenta,#e35bd8,227,91,216
Free Speech Red,Free Speech Red,#c00000,192,0,0
french_beige,French Beige,#a67b5b,166,123,91
french_blue,French Blue,#0072bb,0,114,187
french_lilac,French Lilac,#86608e,134,96,142
french_lime,French Lime,#cf0,204,255,0
french_raspberry,French Raspberry,#c72c48,199,44,72
french_rose,French Rose,#f64a8a,246,74,138
fuchsia,Fuchsia,#f0f,255,0,255
fuchsia,Fuchsia,#ff00ff,255,0,255
fuchsia_crayola,Fuchsia (Crayola),#c154c1,193,84,193
fuchsia_pink,Fuchsia Pink,#f7f,255,119,255
fuchsia_rose,Fuchsia Rose,#c74375,199,67,117
fulvous,Fulvous,#e48400,228,132,0
fuzzy_wuzzy,Fuzzy Wuzzy,#c66,204,102,102
gainsboro,Gainsboro,#dcdcdc,220,220,220
gamboge,Gamboge,#e49b0f,228,155,15
ghost_white,Ghost White,#f8f8ff,248,248,255
GhostWhite,Ghostwhite,#f8f8ff,248,248,255
ginger,Ginger,#b06500,176,101,0
glaucous,Glaucous,#6082b6,96,130,182
glitter,Glitter,#e6e8fa,230,232,250
gold,Gold,#ffd700,255,215,0
gold,Gold,#cd7f32,205,127,50
gold_metallic,Gold (Metallic),#d4af37,212,175,55
gold_web_golden,Gold (Web) (Golden),#ffd700,255,215,0
gold1,Gold1,#ffd700,255,215,0
gold2,Gold2,#eec900,238,201,0
gold3,Gold3,#cdad00,205,173,0
gold4,Gold4,#8b7500,139,117,0
golden_brown,Golden Brown,#996515,153,101,21
golden_poppy,Golden Poppy,#fcc200,252,194,0
golden_yellow,Golden Yellow,#ffdf00,255,223,0
goldenrod,Goldenrod,#daa520,218,165,32
Goldenrod,Goldenrod,#dbdb70,219,219,112
goldenrod1,Goldenrod1,#ffc125,255,193,37
goldenrod2,Goldenrod2,#eeb422,238,180,34
goldenrod3,Goldenrod3,#cd9b1d,205,155,29
goldenrod4,Goldenrod4,#8b6914,139,105,20
granny_smith_apple,Granny Smith Apple,#a8e4a0,168,228,160
gray,Gray,#808080,128,128,128
gray_asparagus,Gray-Asparagus,#465945,70,89,69
gray_html_css_gray,Gray (Html/Css Gray),#808080,128,128,128
gray_x11_gray,Gray (X11 Gray),#bebebe,190,190,190
green,Green,#00ff00,0,255,0
green,Green,#8000,0,128,0
Green Copper,Green Copper,#856363,133,99,99
Green Yellow†[sic],Green Yellow†[Sic],#d19275,209,146,117
green_color_wheel_x11_green,Green (Color Wheel) (X11 Green),#0f0,0,255,0
green_crayola,Green (Crayola),#1cac78,28,172,120
green_html_css_green,Green (Html/Css Green),#008000,0,128,0
green_munsell,Green (Munsell),#00a877,0,168,119
green_ncs,Green (Ncs),#009f6b,0,159,107
green_pigment,Green (Pigment),#00a550,0,165,80
green_ryb,Green (Ryb),#66b032,102,176,50
green_yellow,Green-Yellow,#adff2f,173,255,47
green1,Green1,#00ff00,0,255,0
green2,Green2,#00ee00,0,238,0
green3,Green3,#00cd00,0,205,0
green4,Green4,#008b00,0,139,0
GreenYellow,Greenyellow,#adff2f,173,255,47
Grey,Grey,#545454,84,84,84
grey,Grey,#bebebe,190,190,190
